cli,ili,wnohh_cmnty_cli,wbelief_masking_effective,wbelief_distancing_effective,wcovid_vaccinated_friends,wlarge_event_indoors,wothers_masked_public,wothers_distanced_public,wshop_indoors,wrestaurant_indoors,wworried_catch_covid,hh_cmnty_cli,nohh_cmnty_cli,wearing_mask_7d,public_transit,worried_finances,tested_positive
4.7772122,4.9722747,40.8637829,63.7595218,64.7230773,51.6109528,21.5685796,14.976932,19.328626,59.670922,30.0604492,49.1302866,49.0450766,41.8688521,64.4394185,2.7927693,44.3560198,37.8988659
0.6945216,0.7436852,9.703578,63.7870606,64.9277616,62.1683581,30.2391804,8.136112,12.27664,71.0862247,45.166761,39.3019233,13.5075526,9.5642295,44.9101423,5.4137934,37.82584,9.7408839
3.9215164,4.1165519,40.6149315,79.4614362,72.0641571,78.7728014,11.6353354,51.8799417,24.2391793,57.5943065,20.7974537,63.4544814,47.25039,41.400156,86.3389121,3.7103891,38.1087662,32.3053589
1.7406769,1.8243513,23.9644993,73.3677024,72.6544574,66.0305585,26.4537891,12.2506605,17.1962783,65.2928723,33.7031982,47.5883779,29.4539312,24.2877686,51.1414936,3.8333771,30.2982018,20.0210642
0.9192324,0.8771093,16.5347081,71.3334946,72.2586461,62.2205796,23.1819573,52.9900171,27.2676509,65.0059702,34.224051,48.8904456,19.0327954,14.5755637,83.7054185,3.4135811,37.7822602,10.4838684
1.5315642,1.5616063,19.9477839,68.1148166,69.3329166,62.2269028,29.0156054,15.511927,18.1083263,68.7876628,39.3662415,38.6639417,25.4013629,20.2438269,50.0320806,3.9855227,31.5297343,17.5381405
1.5030301,1.5235481,10.7419007,69.3569653,69.9031663,68.7412203,28.4488372,17.4340612,16.1643134,66.0211225,39.998584,40.4124775,14.5673981,10.0230158,52.154987,7.2584148,39.6767824,6.1481481
0.8180414,0.8551683,13.8983613,77.5141651,76.3621384,71.4891128,21.6697249,67.0348678,26.5500168,67.8532481,33.5828394,48.7004731,17.112533,13.0605515,87.6021303,5.1737819,34.6393588,8.3962771
3.4133944,3.4697379,35.9970737,63.1010726,64.7646134,53.9864177,22.1262791,9.7840171,16.804187,60.5185581,34.042097,49.3673545,43.1924971,37.6873992,60.9151306,2.2060626,38.1013905,37.8952273
1.1596329,1.1541461,16.4029634,78.7629213,74.8850454,73.5665041,22.1659989,26.5575471,20.1969054,65.0161341,33.709638,51.4183837,19.8476049,15.8595641,64.9634583,14.0097653,41.6098389,9.1977295
1.7885205,1.7927565,20.4185965,70.9496679,68.5846613,67.2552394,24.8327347,23.9117052,14.4448665,63.0586042,39.6648187,45.2797398,25.3546689,20.5169406,65.5437588,5.0550604,32.870202,21.6164944
1.0014214,1.0135472,13.0402812,72.0022218,73.3680376,59.6977616,27.6640658,18.6215916,18.2626077,65.5147368,41.753599,49.4813564,17.0849375,12.92533,60.7221137,4.4102585,40.6614744,9.7905293
1.8514173,1.8775966,22.5750648,66.2544398,69.1577666,58.368423,30.3042143,9.4553967,15.8910915,64.7816969,35.5518283,42.4396216,27.568901,21.9823777,49.3406689,3.3550199,33.8474428,19.7383187
1.6275852,1.6275852,19.9300572,69.6938157,72.2503412,65.8660819,25.1080242,9.078068,17.4783887,67.9019484,40.8289909,36.0390052,24.4714131,19.4973332,47.3455456,5.2559562,30.5284651,16.3360302
1.8176843,1.873428,23.1166138,69.59521,69.2707239,66.1142249,25.7694437,13.2767669,16.3558921,66.0984249,36.1241833,45.3613383,28.3395742,23.5377786,55.7826771,5.0547284,35.9042619,21.044159
2.9016264,3.0047865,34.6391458,69.9181717,71.3474074,61.8443635,19.5955399,13.6797795,17.9228009,59.7976934,29.3648134,52.9372446,40.122904,34.2193409,61.9526349,2.7867853,31.8953735,25.0611598
1.5235309,1.5297533,19.2369878,65.7157948,68.2129129,55.3172942,28.0882552,9.9775321,15.8378751,69.927722,41.4563474,39.2101993,23.660441,19.4013641,49.0692788,3.754576,34.3931954,14.3659917
1.4122204,1.479739,18.0444456,66.1092633,67.8877778,60.2681875,27.0315351,12.0984274,14.7476022,67.9964554,41.7733203,46.7725004,22.9483413,18.1853727,58.4129774,4.6979471,36.3370747,20.7574101
1.0340063,1.0910087,14.7667325,75.7686769,78.0429858,70.9841235,22.5952115,67.4441431,29.9262313,67.0739659,35.4086413,47.85734,17.8696076,14.1443719,85.9506732,5.9012988,31.0370379,8.0517411
0.8676503,0.8995371,9.4301612,64.3006121,66.4404611,63.8789655,30.3906007,5.7154088,11.7300636,70.8338695,46.6089169,39.8096182,12.7901045,8.8459069,36.3898924,6.0472155,36.1457215,6.9499907
1.4684912,1.4277899,16.9603292,79.3717101,77.4444431,68.7484555,23.4222914,59.3408931,28.480496,61.4186797,33.4114236,53.7361787,20.4535916,16.1977646,83.6022458,4.2365911,39.374355,15.704586
3.2410004,3.2566826,33.4186449,68.3050885,70.9172854,61.6948878,25.9334717,8.7388633,15.5654338,61.7934167,36.3327771,43.657248,39.6508451,32.3611392,51.4471338,2.6303071,36.0883455,23.2469649
2.1141706,2.1563569,24.286318,55.6278962,59.1336676,52.5208733,25.7681281,10.4896609,15.9400144,64.8223851,35.0153294,44.5937142,30.9269157,25.3036254,58.324825,2.9995427,36.5332014,31.473495
0.9367522,0.9355019,8.4104522,63.9302273,66.0735047,64.9165137,29.0437679,5.7864398,11.8899817,70.0313937,46.2920454,39.3691046,11.9601604,7.9911821,39.3633897,5.2264522,38.0127127,7.1773238
1.9722249,1.9727034,22.4042036,69.8515627,69.8962451,64.6455002,26.7220238,11.6114656,15.7117197,66.6433503,36.701695,45.4451372,27.6215869,22.4392186,52.3633273,5.0864486,35.9573692,18.8998004
1.8553884,1.9780908,20.8545799,75.6134538,73.7037582,66.7715368,22.9037215,56.93594,26.1577781,61.2297932,34.3951323,49.3067314,26.3318189,21.6056851,85.1614194,3.4175805,40.5018211,13.7764107
1.2879765,1.3670796,18.4211385,68.4541592,69.2953704,62.9369018,26.1137371,13.8324248,13.8406632,66.9643246,38.2433611,49.7086274,22.8682103,18.3276704,61.3657635,4.320229,31.6846603,19.0941272
1.0072291,1.0324728,12.9212711,70.4528724,73.0027901,58.7275911,25.6418045,28.7804065,22.5854699,69.8294107,38.6405698,45.0858638,16.9004841,12.8391939,69.8511219,3.427106,35.9270903,11.120682
1.3275507,1.3192051,16.6482775,77.157444,75.5655918,74.6555494,24.8262037,27.969868,19.0869537,63.1411918,30.3932922,53.2388121,21.3028849,16.7227326,67.9692718,12.5476535,39.2522069,11.1230178
1.3769683,1.3867524,18.5352438,67.7318078,70.4976916,55.5240179,28.2887503,10.166608,17.0240277,68.7035162,41.2681438,39.858937,23.0433276,18.7512337,48.6828225,4.0234452,34.4848245,15.3781526
1.7295975,1.8221114,26.5179188,65.8233434,72.4217739,53.2373014,21.5775679,9.1298063,20.8794715,67.0766471,33.1865064,47.6378898,31.6017502,25.9541223,58.130129,2.8600133,41.9456339,24.301664
1.8306192,1.9137906,25.3524618,66.4746214,67.7403303,58.1709606,26.9744657,9.9686788,16.1400956,65.2041858,35.4468758,42.0855052,30.6502467,25.0589166,52.0729358,3.2767002,36.8805382,23.4008688
2.2551572,2.4128494,25.2688185,67.7562917,72.0379039,57.8730767,23.7194346,8.3970842,16.3476692,62.9986327,32.6894369,48.503904,29.9546624,24.3720084,58.1725406,2.9260956,45.0751752,18.983983
1.2070412,1.2510611,13.0634373,65.2433045,68.9675545,54.6115714,29.4859592,17.7916956,17.9274696,71.0542648,41.4894987,34.677922,17.4310292,13.0772435,52.7087198,3.9764796,36.0042784,7.9130547
2.8908909,2.9503134,29.7045724,69.6939773,70.3715283,64.955713,21.422842,16.2618469,14.9987469,63.8846748,34.73901,52.4758553,36.4509266,30.2411115,65.0631938,3.3425815,36.7485836,30.2710508
0.8310754,0.8036481,12.8907542,74.931625,73.9123861,78.2838934,21.240325,40.7657736,19.8287054,63.6663712,33.2232919,48.6850421,17.0724638,14,76.6646116,4.73462,37.6322751,13.4812287
1.0960344,1.1765763,12.5607296,64.7840722,66.9961269,59.6225849,25.4390147,9.6857909,16.7729894,65.247106,37.4566758,41.170306,16.8191384,12.8313871,51.8538445,3.4594565,32.3823597,13.7533796
0.7425569,0.8773864,8.1832508,74.2833333,75.883547,77.3871227,25.4661262,19.2422376,18.8147181,63.1038152,35.4009095,45.6457653,12.9421746,8.4503136,53.4130973,8.0289848,31.9332782,5.1886792
2.1992224,2.2700377,23.8353066,62.9288089,65.2361972,53.0097236,28.4024777,7.9977869,11.9384576,68.6809122,39.9177588,41.58263,28.147335,22.2170968,51.3365675,2.8070593,36.3719008,14.9261649
1.7023956,1.7379873,13.7315695,61.4738797,64.2076482,57.9530225,30.5273326,5.3949398,13.120474,68.0401937,41.8428645,36.1637664,17.8157842,12.7417741,40.4380243,4.1624635,46.0754173,12.5002542
1.0118887,1.0784416,12.3924971,68.9672572,70.7469334,70.3554325,29.8264385,6.8826506,13.7577548,64.1479547,40.8919696,37.6797824,16.4795312,12.0504131,43.1144844,6.7079103,35.8377128,10.6115184
1.3153098,1.3363034,13.8586624,71.5178152,71.6327557,61.2638161,28.3249683,15.3209627,17.3876307,66.2211011,42.0488094,48.9565938,18.3867205,13.0520179,56.2087193,4.5424849,40.9629423,9.9299853
1.3379095,1.4215927,13.3760634,69.5837708,68.7544505,69.9769058,25.7408421,9.645796,14.2163268,64.5467943,41.2148148,39.197897,18.6238558,12.7310655,51.9971835,6.1127345,35.039377,13.6363636
1.1089609,1.0973253,16.4541786,71.6230633,73.2097838,65.6424581,22.4359757,60.894861,29.620379,68.1893026,34.825728,43.7178938,20.4349809,16.1359309,84.5716619,4.7550324,34.3418171,12.0628274
1.1738467,1.1738467,16.304383,74.0058047,73.7557324,69.0453437,20.669313,63.5524174,28.1253665,68.9645235,31.2937668,51.091636,19.9327245,15.5471096,84.3855858,3.9925126,33.7188371,7.0148291
1.44726,1.4841989,12.7177748,69.0916513,70.9232298,66.1709433,20.228534,62.1205962,26.782887,65.6257109,34.5203181,43.7555318,16.7007922,13.1848372,84.8892519,5.2027385,33.429977,12.0089255
5.2221918,5.3403924,40.9836191,66.652065,68.2262374,54.0888817,22.1399891,13.1576502,20.073221,60.3179237,29.5684611,52.1177935,48.9075518,41.5788385,60.1535013,2.8960453,41.5618412,34.2235577
1.0440694,1.0605848,15.1828659,72.329617,72.6576322,61.1457491,22.0021672,31.3679519,21.2189167,67.3317428,37.4047141,46.3831121,18.4729618,14.5275208,73.0490412,3.4717056,34.0525688,13.0390108
1.4644154,1.5464123,17.6952108,69.1751652,69.6860772,61.2636904,25.1620695,11.7639094,16.9327238,68.5340844,37.1579337,42.8484604,22.7898869,17.8549782,53.5023255,5.3843764,34.7116572,16.4580769
1.2048647,1.2131841,15.696574,64.3964703,66.1847349,50.398829,28.4068563,11.1172217,16.7622068,70.3930578,40.1410191,40.080341,20.163992,15.2796791,57.0682082,3.8802471,35.8204385,13.6229504
1.1057615,1.1381594,17.8839434,73.9117372,75.0906237,58.1823274,19.9789459,31.2152038,23.308619,66.2296082,33.2570916,49.4696369,21.4078682,17.3853973,73.7222843,2.7345271,34.8823715,14.4176358
0.8308208,0.8857901,9.7703269,78.8266014,78.0214387,76.3169918,25.2539191,25.9394952,19.0449106,63.3858305,35.3776068,50.8697491,14.0137811,9.5177674,62.563445,8.8309355,37.4437631,5.4721077
1.4141842,1.3383012,19.1506009,61.5339608,65.3723291,50.0625798,27.9621858,5.863513,16.6579721,68.5442539,42.2136736,42.9683532,23.4630762,19.5267666,49.5389462,3.9973017,40.1183753,14.4097222
2.55633,2.5486139,31.5281264,71.5131346,71.1525485,69.6484118,13.4994498,33.0390592,19.6376184,64.5775542,22.0017755,50.5647317,36.6042345,31.6368078,76.8995633,2.8797997,39.7133221,32.3446328
1.3606354,1.3736239,14.3025524,66.5903017,70.2849825,55.1295545,26.647848,9.8450677,17.0690252,66.7578925,38.2628205,42.3740077,19.5358138,14.3606644,54.4035756,2.5326832,36.3654138,10.8814755
0.6098672,0.6329834,11.2590146,76.9099491,73.8798915,78.7462619,20.9185766,52.4033219,21.9818832,58.8288025,31.8857266,53.9954333,14.2750879,10.9367578,80.8537042,5.2141233,32.4649484,10.751275
0.8329691,0.8702874,11.8969999,71.3977022,73.373867,59.7894828,24.8052661,29.8266536,22.0695259,67.9654476,38.2678973,45.7934153,15.3375994,11.5708242,69.4221027,3.2056518,34.7871989,7.7464478
1.1493124,1.2530015,8.8159446,73.8647944,71.8922473,76.4204489,22.2209211,19.0180469,18.3513027,65.2652298,34.9526842,42.0208183,12.8521127,8.556338,54.8735119,4.5888399,40.2021773,9.8
3.1831678,3.2657621,37.185176,69.8737607,68.6415212,64.4849835,17.5088913,16.9958778,19.3938793,59.7451651,28.0516315,52.3315613,43.0805986,37.7248243,66.2573429,2.8640369,35.8914489,32.8253649
3.2827976,3.3716222,31.5250551,67.8187249,70.0953369,63.9656326,20.2493334,16.3059157,14.2278869,63.2008654,34.5467442,52.6036315,38.1186856,32.1345764,65.2794658,3.3996609,37.2066934,31.8371734
1.352435,1.373644,13.5509378,70.5877964,70.8974595,60.9448741,28.6430617,15.3222472,17.1239635,66.0247118,41.0194351,48.2208042,18.2425074,12.6376602,55.0779178,4.2945695,40.372269,11.0659121
2.5120204,2.52873,25.5248844,67.7596385,68.7964439,57.5048579,28.1043909,12.3713392,16.6123544,67.8609958,37.9636518,45.8146843,32.3773822,26.1021586,54.7853233,3.2204968,35.435039,17.5857946
1.2555955,1.2909559,12.5111744,56.3108176,56.5771328,52.9155276,29.9205963,2.2449656,11.2036651,68.5777589,46.4679596,29.0113325,16.1896225,11.574241,27.8368654,4.8474272,37.7380863,6.1666416
1.4748005,1.5281378,15.8199784,65.5277493,69.5528262,56.5247676,23.3003466,14.3973717,18.074079,67.7241392,36.7864181,43.4680356,20.6170203,16.2748805,62.5084576,3.2435121,36.4646667,16.406224
1.5914234,1.6714617,18.4985259,67.9288454,67.7633824,61.8549384,25.0080238,11.378135,15.3201239,67.5976263,38.1737165,41.4768203,22.4465172,18.1035852,51.982338,4.9648316,33.9676656,17.2301798
1.4374622,1.4460224,15.8504568,62.2468373,65.569355,51.2245909,28.1173001,7.036089,17.9671667,67.2050414,42.948816,41.1096311,21.042571,16.4574243,49.5415726,3.9319674,39.6941991,15.0246453
1.4175635,1.4484319,18.1039988,65.5031798,68.1700303,55.4663101,27.5857353,10.0819417,18.0999806,67.8748533,40.4103467,40.537115,23.2366067,18.3378914,49.7967987,3.784865,35.6822117,17.4388445
1.7028135,1.7191221,12.7078131,65.8895562,65.6494073,68.2324707,29.1896212,4.2986135,13.2995697,70.2436101,47.2502417,33.8359048,18.1990372,13.0139837,34.866001,7.7901572,32.5005518,6.7838397
1.8659751,1.8793793,19.8816663,65.4028291,66.956467,57.6044142,26.4475213,9.202557,16.3544572,66.9052973,39.2725595,37.4059317,24.9243021,19.9027671,50.0756867,3.6350161,35.7878827,19.4408453
1.0365517,1.0854026,11.8965228,71.2621718,72.800645,59.0744153,29.51031,17.6932091,18.2893802,67.0050785,41.8356933,47.560687,16.4209515,11.7711121,58.7039037,4.585173,39.688913,9.6612734
0.6874005,0.7363182,9.019517,65.3111374,65.6348847,63.3098574,29.7414246,7.5246968,12.5116635,70.6052274,44.3229079,40.5992498,13.1230393,9.1070889,42.8816571,5.2805047,40.1080266,8.7266749
1.4374267,1.4463667,18.8479692,73.086584,73.5296716,67.9322042,25.767582,10.5594924,17.3480384,69.4591414,38.7957921,42.4388568,23.4257321,19.1621998,47.6807405,5.1129786,30.519225,14.9707981
1.5259355,1.5508554,19.302157,65.3763144,65.8120251,62.2345907,24.0044208,13.8947268,18.9100044,63.1254614,34.4494299,46.3947465,24.65413,19.8548204,61.2302305,3.5425462,33.1836027,25.2136707
2.4711584,2.5848626,24.9422209,65.168463,67.5923876,58.8955916,21.0495258,19.0244712,19.8508143,61.6746074,32.302563,48.8300257,32.2902781,25.7668944,66.2276996,3.3614389,36.4709488,35.161796
4.2800149,4.3442654,40.8606627,64.1882032,63.2297981,54.5184628,21.1988922,10.6081903,15.5863585,57.1739563,30.6066096,48.7015389,47.7505288,42.0245559,61.7323587,2.2183449,40.2664295,37.023232
3.4712192,3.6200038,39.2933841,71.3310562,69.1963904,73.6500719,13.1086668,23.3425337,20.8040143,60.6668029,21.4112364,55.9189822,43.5645126,38.3696142,71.7654535,2.8416598,37.9043601,25.8663366
4.7496743,4.971224,40.1725591,71.6578956,71.0272384,64.3156918,17.8298948,17.7727252,19.7429386,61.9046369,30.9600054,58.1154896,47.4359971,39.6982941,68.565753,3.1541465,36.6618161,34.7309254
1.7277398,1.7359929,23.5032211,71.5129718,69.2911717,66.8769839,20.1412836,54.0753642,23.5067788,59.7633516,29.9723303,50.7636835,29.6419672,24.5562067,83.0360603,5.0832734,34.7705203,25.2917327
1.6982818,1.7480374,23.7273578,75.3313839,76.1955243,70.5511882,26.2812889,10.7735375,20.8407603,66.9730471,35.1561564,47.6644319,28.2260643,23.3939375,55.8804638,4.3391768,30.8125466,16.8394031
5.2688328,5.2826648,42.7033261,65.5433814,67.1637929,58.3512922,17.365346,10.018586,18.7126939,58.4698778,26.6843203,53.9419387,50.737219,44.3693355,63.9243611,2.1937291,43.4081532,38.8289358
1.7472315,1.780881,17.4626873,63.3471722,63.5692836,57.7992638,27.4189878,14.9222397,19.7933399,65.3038525,36.5378282,43.7267714,26.0017918,19.3811045,58.422058,4.0897479,45.7452184,24.613389
4.3663128,4.4853497,37.9808622,81.9433634,78.7660932,78.9759258,16.9042472,43.335501,20.3179539,58.218288,24.5259429,64.4824728,44.9489051,38.7883212,82.9614914,3.6578083,37.8268991,22.0425139
1.4282696,1.4650572,14.6449169,62.4966035,66.2839496,51.5042667,28.0174689,9.5936763,16.3076251,68.2927896,40.7870828,39.1514159,19.1651296,14.4707764,50.5122931,3.7064899,38.1618054,13.0117001
1.0562756,1.0892987,15.1665982,74.8522082,76.4003263,72.8154107,24.8257115,25.0222753,21.0533585,67.1047136,35.5162162,48.2510108,19.960571,15.2777981,67.6463729,4.3465595,37.0848986,14.1333589
0.7271283,0.6475738,10.129468,78.7120706,77.1264085,77.4032662,21.8248911,45.786083,22.7952276,62.4706076,31.75817,51.365537,12.8756426,9.300522,76.9492473,6.0113544,32.5998017,8.1602374
1.080603,1.1592114,22.6016238,74.9970549,76.5117821,72.0151422,19.0349822,61.416305,26.4314779,61.353646,30.4422862,56.1710196,25.6174847,21.4277886,86.8226888,3.0893419,38.2790803,15.3274427
0.8398473,0.8650491,8.7019058,63.669595,66.686698,63.8541056,29.9839382,5.515593,12.5244435,71.0735878,47.543795,39.8280955,11.8839234,8.2293102,37.0691931,5.7508609,35.946386,7.5307259
1.0102727,0.9933143,15.6783613,78.9791393,75.9836479,77.7706477,17.9320012,59.3768202,24.146252,60.0904223,28.0728797,56.416666,19.0989024,15.8021973,84.4108402,5.3467678,31.7086169,14.9717571
3.5741583,3.6918896,39.1434603,74.4376253,73.5955631,71.4670822,14.4146367,28.7431599,21.0353908,63.384089,22.8547503,59.4947197,43.8729477,40.0820024,74.5104061,2.2822392,39.1081871,30.461165
1.4552497,1.5024142,18.9310419,61.6314357,64.6592838,56.8730981,27.9560478,8.3416221,15.5077584,66.1864585,37.4173607,39.3682721,24.0018426,19.1291723,53.7037325,3.3658522,34.7490723,23.3888039
3.449415,3.4901003,35.6950866,73.3248347,72.7962908,68.4166211,16.9180529,56.7809388,24.5295583,58.6521425,26.9161378,57.9709369,42.5805564,36.1790749,83.9712004,4.626545,37.0218186,28.7796347
1.2081839,1.2596974,17.5758961,75.5849244,76.2160942,71.4963139,25.6887058,24.4062421,19.4928494,68.4522492,36.3890868,52.2683344,21.0670202,16.6510898,67.377243,4.0310036,33.9849803,12.8475977
1.1868528,1.1647064,18.4895353,79.3417549,77.3015349,75.3079639,16.7664874,61.79815,27.2661344,61.1454246,26.0650027,55.0769633,20.7116318,16.9683143,85.5170631,4.566515,32.3679615,13.9398998
1.5930724,1.5708083,18.9138991,69.3747633,70.1503275,64.4028409,27.3593723,12.5267896,16.2884426,66.6670164,37.0890015,42.6366534,23.0981487,18.5784593,51.212108,5.3004875,34.5868206,15.0340381
2.2529224,2.2613058,22.5626842,75.0762081,73.4842067,72.2866421,23.0280661,25.3702346,19.3462648,66.0740234,32.7054665,51.6000166,27.7783656,22.0405375,69.2762045,3.5864368,33.0614524,18.9913555
3.1884053,3.2545596,33.7775016,81.5444129,77.4513821,80.5953509,19.4990269,41.805956,22.0632598,61.4609312,26.664047,63.3609509,38.6486053,32.5035213,78.2512303,5.4479588,34.7388936,13.29016
1.3512792,1.3957532,17.4571839,80.3104839,74.2546473,82.2452598,17.4086223,53.1673785,22.0347073,63.6448919,28.7498862,52.8999222,21.4663251,17.8854066,82.5381325,6.8328736,32.8447974,15.1376108
1.0769851,1.018642,7.873489,76.9397187,73.7797315,78.9918835,25.5154752,28.4016398,19.1434413,66.4199597,39.6840669,40.9927808,11.2523249,7.4085555,63.5259357,5.9909326,37.1698113,8.8014981
2.5871073,2.7757859,22.3080414,62.5025611,67.2923971,58.6212142,26.7959289,8.9518932,19.5634084,65.2904582,31.2359801,39.9554981,27.6792881,20.5076518,53.2407382,3.8586549,44.1653387,19.3037486
1.8910552,1.9164359,14.5415963,68.5072209,73.6642385,70.7780073,24.3747949,8.1774469,13.2863624,63.9189844,34.1744291,44.0674193,18.3311432,15.1773982,42.9886686,4.6787709,41.0427807,16.7910448
1.4773123,1.4526396,15.6599223,60.1461768,66.7031226,68.6158107,19.5468093,17.6146794,18.4074572,67.9895908,34.0020727,42.6666022,19.3357161,15.2757233,62.9211906,4.5202023,37.6657819,15.6084656
1.1565059,1.1713504,16.5535128,73.2682432,74.2815445,67.2751383,22.3964053,27.8659791,22.1166212,66.9398643,34.8056763,46.5241027,20.080599,15.7885867,68.6118313,4.7765801,33.5842523,13.6963433
2.5256648,2.562319,21.9303532,62.2690279,65.4310035,57.5457791,23.2984264,8.0709895,16.9301378,65.1644664,37.209684,45.0416093,27.36774,20.7117761,52.8205238,3.1674837,44.6678006,20.9374709
3.4579769,3.6069556,32.1348671,81.2336042,79.9202547,75.9484806,15.130632,60.8595618,27.3611475,55.7068578,24.919865,64.420355,38.4861922,31.8412006,86.6188301,5.1894333,37.5887677,18.704686
3.1531878,3.2280454,29.7838711,56.2379392,61.3573218,51.9644577,23.4995199,10.4860513,14.9767429,64.5853775,34.7123793,45.1169574,36.6559824,30.6633086,59.0006134,2.5434635,35.1773827,34.5540976
3.9091947,4.0707294,36.9637811,70.1018761,70.082822,64.5951011,18.9852992,15.3576223,15.6929072,63.1746842,33.5448138,54.7948034,42.7641542,36.4228096,66.2837393,3.5853762,38.251316,32.5349091
0.8036554,0.8602583,8.5496015,76.3057364,77.7638296,78.5277903,22.6426134,37.650373,19.0436557,64.0761128,36.0891836,50.3435518,13.1013614,9.1779731,68.8283282,8.7049067,33.3171986,5.9596909
1.7936386,1.8270157,20.5245756,61.4396585,62.4201787,57.9336613,24.462745,16.4338137,14.5814641,65.8985869,35.9676121,43.1742946,26.0037618,20.6592543,62.6688133,3.4759063,37.3178909,26.2261227
1.981241,2.0857089,23.9032588,64.8647463,66.4704994,69.189568,20.4628029,33.6784696,15.1071155,62.4666016,34.3741094,47.8004619,30.6781044,25.3365437,70.9141157,4.5158908,33.9775195,27.4896545
4.8679791,5.0203169,43.1768875,64.0661761,64.5051093,56.0275651,20.1650781,11.7739467,14.7085221,56.4335576,31.3228753,49.5847036,50.7244575,44.0832928,61.8635211,2.23083,39.8340716,40.0075432
1.1504495,1.1792932,11.8444749,78.2492715,77.2240068,72.7318233,20.8242286,26.1304274,21.9026727,65.568317,31.7794119,50.9092894,16.7281352,12.5482949,64.4291115,14.0791326,40.267105,6.8730318
1.288411,1.354123,12.0501622,68.5499073,70.0197074,66.4574112,29.5836553,9.933846,14.9227766,66.3632637,41.3007296,41.6938784,16.8829733,11.6076984,43.0313234,8.5913243,36.3366846,7.8808111
1.9041905,1.8787174,20.9131436,70.8680302,71.3778263,66.9787137,27.1485767,8.7041124,17.0856627,68.4004981,40.6451282,39.9178404,24.9825392,20.2450164,48.8241528,5.0884465,30.2323066,20.3986324
1.4610269,1.4706204,12.4572998,69.9001554,70.4524457,61.5633365,31.2670078,15.6349367,15.9596917,66.5627131,40.2860482,45.9978064,17.3225921,11.4821857,55.1067652,4.3708123,40.9116553,10.6032357
1.2122374,1.1724852,15.2620047,71.4823041,73.6293577,66.6974098,21.3017385,61.6699044,29.441245,68.2082794,34.3861187,45.437599,19.654698,15.4310429,83.4799246,5.1834526,33.3411243,10.2786669
1.4856423,1.4656136,15.513721,61.0093082,65.3667861,47.7218711,30.6896877,7.4301315,16.1027318,67.6837897,42.3568526,37.4695761,20.8461066,15.4043386,45.8980858,3.6976821,40.0858009,16.2222355
2.5060265,2.6190449,25.1646,82.5521039,81.1530176,76.5981712,17.8678308,60.5506849,27.5855002,57.474486,27.7121755,63.5767056,30.6590671,24.5679961,85.9674196,5.021432,36.694185,14.3175288
2.2879258,2.2780648,21.5075811,61.9146053,61.885208,59.088405,24.8413343,10.845767,15.7082224,62.0445742,36.0911679,46.1089358,29.4213046,22.9512336,58.0685844,3.1194258,38.8038519,27.8549102
1.3178936,1.4305407,14.0875552,64.8195885,66.5797612,57.1297089,29.8203575,10.1274262,17.3621135,71.4164997,41.8527064,37.6571378,19.6780356,13.9962181,54.0345054,3.3423601,36.1660224,8.576049
1.7683159,1.7705963,17.7113086,63.4972881,67.7219503,54.8297212,30.32249,10.9867476,17.9754926,69.0085868,41.0009199,37.4635559,21.3917445,16.4171484,50.1151125,3.1376569,36.5031004,16.2105512
1.9615429,2.0023925,22.4770676,67.8569945,68.2418485,64.6336945,24.3021307,14.9675487,14.9142446,63.5937521,36.4461112,50.6277693,28.6467892,23.6031182,63.4694485,3.8989956,30.7445571,24.1331338
4.9798346,5.1034057,43.6480292,63.7440313,64.1477748,56.4969156,19.6537904,10.3679238,16.2234924,57.5576684,30.3174114,50.2351102,51.2413948,44.2710162,60.4549913,2.0597853,38.7642715,39.0416695
1.3002163,1.3593999,12.7104727,65.9129417,69.0018509,71.9268029,28.3549628,8.5969578,15.8396501,69.7993813,45.0942104,39.6004444,16.690829,11.7280579,45.2789113,7.4890678,33.2151291,13.7630662
2.6698685,2.7891897,34.0710488,68.3702051,68.5312631,62.1618487,19.5213711,16.7217601,19.8469582,58.8771585,28.7027562,51.3142064,39.8026717,34.4421333,65.6967235,2.4872391,34.5251943,32.0924118
1.4902229,1.4837845,19.3766657,63.9175115,66.9571971,53.268477,26.7503232,8.6192525,17.0665273,67.097296,39.4373165,44.4208849,24.319197,19.8603419,53.6940664,3.5976228,39.5761156,14.4950956
3.8918343,3.9718954,36.201715,64.9353495,69.0844554,61.2686504,22.4736133,10.6457997,17.1448538,61.4547145,30.9894709,50.8211589,42.7768726,36.3086717,57.9428232,2.2523992,41.452745,23.2924245
1.8809501,1.9065432,25.1963963,74.6376597,72.6029664,66.7873419,26.5308869,12.9445956,16.4132848,66.3134968,33.6430877,46.0991632,30.9524405,25.9051515,52.5517045,3.9705248,30.9468785,20.7627668
1.0985457,1.0600185,15.6222019,74.8508614,73.880811,68.5663651,22.2696249,65.8672264,27.5919969,68.3402262,36.6813075,43.9211633,18.065882,14.3016165,85.3091004,5.8182765,33.780371,9.2912661
1.3037394,1.3097136,15.693485,68.9771569,69.857039,68.3988558,26.757314,48.0766705,19.7512922,63.6736612,35.7221843,45.3737957,19.4620584,15.2266973,77.3513726,6.2704395,35.4069706,17.7637885
1.3483914,1.3496213,13.5394682,69.3640561,69.1343672,64.995605,27.9455872,10.4065409,13.8196913,66.6010909,42.5175109,47.5015816,18.2791825,14.0046337,55.6395334,4.4777427,31.3802845,16.8407311
